ref;nom;description;collection;sousfamille;taille;matiere;forme;cible;colori_standard;colori_web;entreeencollection;sortiedecollection;people;photo_people;pola;shoote;lienvideo;prixafiche;enmagasin
IOMACCAC1;MACCA;MACCA C1 IC Optique;icons;Optique;47-19-145;AU;PANTOS;H;OR;;20180219;;;;;1;;95.00;1
IOMACCAC2;MACCA;MACCA C2 IC Optique;icons;Optique;47-19-145;AU;PANTOS;H;NOIR;;20180219;;;;;1;;95.00;1
IOMACCAC3;MACCA;MACCA C3 IC Optique;icons;Optique;47-19-145;AU;PANTOS;H;MARRON;;20180219;;;;;1;;95.00;1
IOMRGUITARC1;MRGUITAR;MRGUITAR C1 IC Optique;icons;Optique;50-20-145;AU;RECTANGULAIRE;H;OR;;20180219;;;;;1;;95.00;1
IOMRGUITARC2;MRGUITAR;MRGUITAR C2 IC Optique;icons;Optique;50-20-145;AU;RECTANGULAIRE;H;BLEU;;20180219;;;;;1;;95.00;1
IOMRGUITARC3;MRGUITAR;MRGUITAR C3 IC Optique;icons;Optique;50-20-145;AU;RECTANGULAIRE;H;MARRON;;20180219;;;;;1;;95.00;1
IOQUEENOFSOULC1;QUEENOFSOUL;QUEENOFSOUL C1 IC Optique;icons;Optique;53-15-145;AU;PAPILLONNANTE;F;OR ROSE;;20180219;;;;;1;;95.00;1
IOQUEENOFSOULC2;QUEENOFSOUL;QUEENOFSOUL C2 IC Optique;icons;Optique;53-15-145;AU;PAPILLONNANTE;F;BLANC;;20180219;;;;;1;;95.00;1
IOQUEENOFSOULC3;QUEENOFSOUL;QUEENOFSOUL C3 IC Optique;icons;Optique;53-15-145;AU;PAPILLONNANTE;F;ROSE;;20180219;;;;;1;;95.00;1
IOROCKETMANC1;ROCKETMAN;ROCKET MAN C1 IC Optique;icons;Optique;50-20-145;ME;OVAL;H;MARRON;;20181003;;;;;1;;95.00;1
IOROCKETMANC2;ROCKETMAN;ROCKET MAN C2 IC Optique;icons;Optique;50-20-145;ME;OVAL;H;OR;;20181003;;;;;1;;95.00;1
IOTHEOXC1;THEOX;THE OX C1 IC OPTIQUE;icons;Optique;52-20-145;ME;RECTANGULAIRE;H;OR;;20181010;;;;;1;;95.00;1
IOTHEOXC2;THEOX;THE OX C2 IC OPTIQUE;icons;Optique;52-20-145;ME;RECTANGULAIRE;H;ROUGE;;20181010;;;;;1;;95.00;1
IOTHEOXC3;THEOX;THE OX C3 IC OPTIQUE;icons;Optique;52-20-145;ME;RECTANGULAIRE;H;MARRON;;20181010;;;;;1;;95.00;1
IOVVC1;VV;VV C1 IC OPTIQUE;icons;Optique;53-18-140;ME;PAPILLONNANTE;F;ORANGE;;20181010;;;;;1;;95.00;0
IOVVC2;VV;VV C2 IC OPTIQUE;icons;Optique;53-18-140;ME;PAPILLONNANTE;F;MARRON;;20181010;;;;;1;;95.00;1
IOVVC3;VV;VV C3 IC OPTIQUE;icons;Optique;53-18-140;ME;PAPILLONNANTE;F;VERT;;20181010;;;;;1;;95.00;0
LOABORDAGEC1;ABORDAGE;ABORDAGE C1 LV Optique;little-vinyl;Optique;45-14-125;AT;RECTANGULAIRE;J;ROUGE;;20190306;;;;;0;;42.00;1
LOABORDAGEC2;ABORDAGE;ABORDAGE C2 LV Optique;little-vinyl;Optique;45-14-125;AT;RECTANGULAIRE;J;BLEU;;20190306;;;;;0;;42.00;1
LOABORDAGEC3;ABORDAGE;ABORDAGE C3 LV Optique;little-vinyl;Optique;45-14-125;AT;RECTANGULAIRE;J;VERT;;20190306;;;;;0;;42.00;1
LOARTSCHOOLC1;ARTSCHOOL;ARTSCHOOL C1 LV OPTIQUE;little-vinyl;Optique;44-19-126;ME;RONDE;J;JAUNE;;20190529;;;;;0;;55.00;1
LOARTSCHOOLC2;ARTSCHOOL;ARTSCHOOL C2 LV OPTIQUE;little-vinyl;Optique;44-19-126;ME;RONDE;J;MARRON;;20190529;;;;;0;;55.00;1
LOARTSCHOOLC3;ARTSCHOOL;ARTSCHOOL C3 LV OPTIQUE;little-vinyl;Optique;44-19-126;ME;RONDE;J;OR ROSE;;20190529;;;;;0;;55.00;1
LOBARFLYC1;BARFLY;BARFLY C1 LV Optique;little-vinyl;Optique;46-12-125;AT;PAPILLONNANTE;J;VIOLET;;20160919;;;;;1;;49.00;1
LOBARFLYC2;BARFLY;BARFLY C2 LV Optique;little-vinyl;Optique;46-12-125;AT;PAPILLONNANTE;J;ROSE;;20160919;;;;;1;;49.00;1
LOBARFLYC3;BARFLY;BARFLY C3 LV Optique;little-vinyl;Optique;46-12-125;AT;PAPILLONNANTE;J;BLEU;;20160919;;;;;1;;49.00;1
LOBURGERAMAC1;BURGERAMA;BURGERAMA C1 LV Optique;little-vinyl;Optique;48-19-135;AT;RECTANGULAIRE;J;NOIR;;20170223;;;;;1;;49.00;1
LOBURGERAMAC2;BURGERAMA;BURGERAMA C2 LV Optique;little-vinyl;Optique;48-19-135;AT;RECTANGULAIRE;J;BLEU;;20170223;;;;;1;;49.00;1
LOBURGERAMAC4;BURGERAMA;BURGERAMA C4 LV OPTIQUE;little-vinyl;Optique;48-19-135;AT;RECTANGLE;J;Marron;;20181031;;;;;0;;49.00;1
LOCHABADAC1;CHABADA;CHABADA C1 LV Optique;little-vinyl;Optique;49-14-135;AT;PAPILLONNANTE;J;NOIR;;20160919;;;;;1;;49.00;1
LOCHABADAC2;CHABADA;CHABADA C2 LV Optique;little-vinyl;Optique;49-14-135;AT;PAPILLONNANTE;J;MARRON;;20160919;;;;;1;;49.00;1
LOCHABADAC3;CHABADA;CHABADA C3 LV Optique;little-vinyl;Optique;49-14-135;AT;PAPILLONNANTE;J;VIOLET;;20160919;;;;;1;;49.00;1
LOFIRSTAVENUEC1;FIRSTAVENUE;FIRSTAVENUE C1 LV Optique;little-vinyl;Optique;47-16-135;AT;PANTOS;J;BLEU;;20190306;;;;;0;;39.00;1
LOFIRSTAVENUEC2;FIRSTAVENUE;FIRSTAVENUE C2 LV Optique;little-vinyl;Optique;47-16-135;AT;PANTOS;J;GRIS;;20190306;;;;;0;;39.00;1
LOFIRSTAVENUEC3;FIRSTAVENUE;FIRSTAVENUE C3 LV Optique;little-vinyl;Optique;47-16-135;AT;PANTOS;J;MARRON;;20190306;;;;;0;;39.00;1
LOGLAZARTC1;GLAZART;GLAZART C1 LV Optique;little-vinyl;Optique;42-15-125;AT;CARRE;J;BLEU;;20180115;;;;;1;;49.00;1
LOGLAZARTC2;GLAZART;GLAZART C2 LV Optique;little-vinyl;Optique;42-15-125;AT;CARRE;J;MARRON;;20180115;;;;;1;;49.00;1
LOGLAZARTC3;GLAZART;GLAZART C3 LV Optique;little-vinyl;Optique;42-15-125;AT;CARRE;J;CRYSTAL;;20180115;;;;;1;;49.00;1
LOJOESPUBC3;JOESPUB;JOESPUB C3 LV Optique;little-vinyl;Optique;42-14-125;AT;PANTOS;J;ROUGE;JUICY LIPS;20150923;;;;;1;;49.00;1
LOJOESPUBC4;JOESPUB;JOESPUB C4 LV Optique;little-vinyl;Optique;42-14-125;AT;PANTOS;J;VIOLET;;20160509;;;;;1;;49.00;1
LOLASTRALC1;LASTRAL;LASTRAL C1 LV Optique;little-vinyl;Optique;47-18-135;AT;PANTOS;J;BLEU;;20170905;;;;;1;;51.00;1
LOLASTRALC2;LASTRAL;LASTRAL C2 LV Optique;little-vinyl;Optique;47-18-135;AT;PANTOS;J;ROUGE;;20170905;;;;;1;;51.00;1
LOLASTRALC3;LASTRAL;LASTRAL C3 LV Optique;little-vinyl;Optique;47-18-135;AT;PANTOS;J;GRIS;;20170905;;;;;1;;51.00;1
LOMAGICBAGC1;MAGICBAG;MAGIC BAG C1 LV Optique;little-vinyl;Optique;48-16-135;CO;PAPILLONNANTE;J;NOIR;;20180416;;;;;1;;49.00;1
LOMAGICBAGC2;MAGICBAG;MAGIC BAG C2 LV Optique;little-vinyl;Optique;48-16-135;CO;PAPILLONNANTE;J;ROUGE;;20180416;;;;;1;;49.00;1
LOMAGICBAGC3;MAGICBAG;MAGIC BAG C3 LV Optique;little-vinyl;Optique;48-16-135;CO;PAPILLONNANTE;J;ROSE;;20180416;;;;;1;;49.00;1
LOMARQUEEC1;MARQUEE;MARQUEE C1 LV Optique;little-vinyl;Optique;44-17-130;AT;RECTANGULAIRE;J;MARRON;;20170905;;;;;1;;49.00;1
LOMARQUEEC2;MARQUEE;MARQUEE C2 LV Optique;little-vinyl;Optique;44-17-130;AT;RECTANGULAIRE;J;BLEU;;20170905;;;;;1;;49.00;1
LOMARQUEEC3;MARQUEE;MARQUEE C3 LV Optique;little-vinyl;Optique;44-17-130;AT;RECTANGULAIRE;J;ROSE;;20170905;;;;;1;;49.00;1
LOMERCYLOUNGEC1;MERCYLOUNGE;MERCYLOUNGE C1 LV Optique;little-vinyl;Optique;41-17-125;AT;PAPILLONNANTE;J;NOIR;;20180416;;;;;1;;49.00;1
LOMERCYLOUNGEC2;MERCYLOUNGE;MERCYLOUNGE C2 LV Optique;little-vinyl;Optique;41-17-125;AT;PAPILLONNANTE;J;ROSE;;20180416;;;;;1;;49.00;1
LOMERCYLOUNGEC3;MERCYLOUNGE;MERCYLOUNGE C3  LV Optique;little-vinyl;Optique;41-17-125;AT;PAPILLONNANTE;J;MARRON;;20180416;;;;;1;;49.00;1
LONIKAIAC1;NIKAIA;NIKAIA C1 LV Optique;little-vinyl;Optique;46-18-130;AT;RONDE;J;BLEU;BLUE LEMONADE TORTOISE AND BLUE TEMPLE;20150923;;;;;1;https://www.youtube.com/watch?v=e57D1VS_J5A;42.00;1
LONIKAIAC2;NIKAIA;NIKAIA C2 LV Optique;little-vinyl;Optique;46-18-130;AT;RONDE;J;MARRON;COLA TORTOISE AND BLACK TEMPLE;20150923;;;;;1;https://www.youtube.com/watch?v=Hb3ql7pMQ_Y;42.00;1
LONIKAIAC3;NIKAIA;NIKAIA C3 LV Optique;little-vinyl;Optique;46-18-130;AT;RONDE;J;ROSE;TROPICAL HEAT TORTOISE AND PINK TEMPLE;20150923;;;;;1;https://www.youtube.com/watch?v=wzkNl1nrjug;42.00;1
LOORPHEUMC1;ORPHEUM;ORPHEUM C1 LV Optique;little-vinyl;Optique;50-15-135;AT;PAPILLONNANTE;J;NOIR;CREAM ROCKS LICORICE;20150925;;;;;1;https://www.youtube.com/watch?v=OsoLqjN2G7w;43.00;1
LOORPHEUMC2;ORPHEUM;ORPHEUM C2 LV Optique;little-vinyl;Optique;50-15-135;AT;PAPILLONNANTE;J;VIOLET;CRYSTAL ATOMIC FIREBALL;20150923;;;;;1;;43.00;1
LOORPHEUMC4;ORPHEUM;ORPHEUM C4 LV Optique;little-vinyl;Optique;50-15-135;AT;PAPILLONNANTE;J;ROSE;;20160509;;;;;1;;43.00;1
LOPAPERTIGERC1;PAPERTIGER;PAPERTIGER C1 LV Optique;little-vinyl;Optique;49-15-135;AT;PAPILLONNANTE;J;ROUGE;;20180115;;;;;1;;49.00;1
LOPAPERTIGERC2;PAPERTIGER;PAPERTIGER C2 LV Optique;little-vinyl;Optique;49-15-135;AT;PAPILLONNANTE;J;BLEU;;20180115;;;;;1;;49.00;1
LOPAPERTIGERC3;PAPERTIGER;PAPERTIGER C3 LV Optique;little-vinyl;Optique;49-15-135;AT;PAPILLONNANTE;J;MARRON;;20180115;;;;;1;;49.00;1
LOPOINTTHEATERC1;POINTTHEATER;POINT THEATER C1 LV Optique;little-vinyl;Optique;42-19-128;AT;RONDE;J;GRIS;;20180416;;;;;1;;49.00;1
LOPOINTTHEATERC2;POINTTHEATER;POINT THEATER C2 LV Optique;little-vinyl;Optique;42-19-128;AT;RONDE;J;MARRON;;20180416;;;;;1;;49.00;1
LOPOINTTHEATERC3;POINTTHEATER;POINT THEATER C3 LV Optique;little-vinyl;Optique;42-19-128;AT;RONDE;J;CRYSTAL;;20180416;;;;;1;;49.00;1
LORADIOCITYC1;RADIOCITY;RADIOCITY C1 LV Optique;little-vinyl;Optique;47-16-130;AT;RECTANGULAIRE;J;ROSE;;20190306;;;;;0;;39.00;0
LORADIOCITYC2;RADIOCITY;RADIOCITY C2 LV Optique;little-vinyl;Optique;47-16-130;AT;RECTANGULAIRE;J;VIOLET;;20190306;;;;;0;;39.00;0
LORADIOCITYC3;RADIOCITY;RADIOCITY C3 LV Optique;little-vinyl;Optique;47-16-130;AT;RECTANGULAIRE;J;ROUGE;;20190306;;;;;0;;39.00;1
LOROCKCITYC1;ROCKCITY;ROCKCITY C1 LV Optique;little-vinyl;Optique;46-19-135;AT;RONDE;J;CRYSTAL;;20160919;;;;;1;;62.00;1
LOROCKCITYC2;ROCKCITY;ROCKCITY C2 LV Optique;little-vinyl;Optique;46-19-135;AT;RONDE;J;NOIR;;20160919;;;;;1;;62.00;1
LOROCKCITYC3;ROCKCITY;ROCKCITY C3 LV Optique;little-vinyl;Optique;46-19-135;AT;RONDE;J;BLEU;;20160919;;;;;1;;62.00;1
LOSATELLITEC1;SATELLITE;SATELLITE C1 LV Optique;little-vinyl;Optique;44-18-126;AT;OVALE;J;ROSE;;20190529;;;;;0;;41.00;1
LOSATELLITEC2;SATELLITE;SATELLITE C2 LV Optique;little-vinyl;Optique;44-18-126;AT;OVALE;J;BLEU;;20190529;;;;;0;;41.00;1
LOSATELLITEC3;SATELLITE;SATELLITE C3 LV Optique;little-vinyl;Optique;44-18-126;AT;OVALE;J;ROUGE;;20190529;;;;;0;;41.00;1
LOTETRISC1;TETRIS;TETRIS C1 LV Optique;little-vinyl;Optique;49-14-135;AT;PAPILLONNANTE;J;ROUGE;;20170223;;;;;1;;53.00;1
LOTETRISC2;TETRIS;TETRIS C2 LV Optique;little-vinyl;Optique;49-14-135;AT;PAPILLONNANTE;J;NOIR;;20170223;;;;;1;;53.00;1
LOTETRISC3;TETRIS;TETRIS C3 LV Optique;little-vinyl;Optique;49-14-135;AT;PAPILLONNANTE;J;VERT;;20170223;;;;;1;;53.00;1
LOTRIFFIDC1;TRIFFID;TRIFFID C1 LV Optique;little-vinyl;Optique;46-17-135;AT;PANTOS;J;ROSE;;20190306;;;;;0;;39.00;1
LOTRIFFIDC2;TRIFFID;TRIFFID C2 LV Optique;little-vinyl;Optique;46-17-135;AT;PANTOS;J;MARRON;;20190306;;;;;0;;39.00;0
LOTRIFFIDC3;TRIFFID;TRIFFID c3 LV Optique;little-vinyl;Optique;46-17-135;AT;PANTOS;J;GRIS;;20190306;;;;;0;;39.00;0
LOU STREETC1;U STREET;U STREET C1 LV Optique;little-vinyl;Optique;43-18-130;AT;OVALE;J;ROSE;;20190529;;;;;0;;44.00;1
LOU STREETC2;U STREET;U STREET C2 LV Optique;little-vinyl;Optique;43-18-130;AT;OVALE;J;MARRON;;20190529;;;;;0;;44.00;1
LOU STREETC3;U STREET;U STREET C3 LV Optique;little-vinyl;Optique;43-18-130;AT;OVALE;J;BLEU;;20190529;;;;;0;;44.00;1
LSAPOLLOC1;APOLLO;APOLLO C1 LV Solaire;little-vinyl;Solaire;45-18-130;AT;PANTOS;J;VERT;;20180115;;;;1;1;;49.00;1
LSAPOLLOC2;APOLLO;APOLLO C2 LV Solaire;little-vinyl;Solaire;45-18-130;AT;PANTOS;J;BLEU;;20180115;;;;1;1;;49.00;1
LSFLEECEC1;FLEECE;FLEECE C1 LV Solaire;little-vinyl;Solaire;47-21-135;AT;OVAL;J;NOIR;MATT BLACK LICORICE AND GREEN US LENS;20150923;;;;1;1;;49.00;1
LSFLEECEC3;FLEECE;FLEECE C3 LV Solaire;little-vinyl;Solaire;47-21-135;AT;OVAL;J;GRIS;TORTOISE, BIG RED STYLE AND GRADIANT GREY LENS;20150923;;;;1;1;;39.00;1
LSFLEECEC4;FLEECE;FLEECE C4 LV SOLAIRE;little-vinyl;Solaire;47-21-136;AT;OVAL;J;MARRON;;20180309;;;;1;0;;39.00;1
LSFULLMOONC1;FULLMOON;FULLMOON C1 LV Solaire;little-vinyl;Solaire;45-19-135;AT;PAPILLONNANTE;J;GRIS;;20190529;;;;;0;;42.00;1
LSFULLMOONC2;FULLMOON;FULLMOON C2 LV Solaire;little-vinyl;Solaire;45-19-135;AT;PAPILLONNANTE;J;ROSE;;20190529;;;;;0;;42.00;1
LSFULLMOONC3;FULLMOON;FULLMOON C3 LV Solaire;little-vinyl;Solaire;45-19-135;AT;PAPILLONNANTE;J;MARRON;;20190529;;;;;0;;42.00;1
LSGARAGEC1;GARAGE;GARAGE C1 LV Solaire;little-vinyl;Solaire;46-19-127;AT;PILOTE;J;NOIR;GUMMI MUSTACHE;20160919;;;;1;1;;59.00;1
LSGARAGEC4;GARAGE;GARAGE C4 LV Solaire;little-vinyl;Solaire;46-19-127;CO;PILOTE;J;BLEU;;20181031;;;;;0;;55.00;1
LSLEXINGTONC1;LEXINGTON;LEXINGTON C1 LV Solaire;little-vinyl;Solaire;44-18-125;AT;PANTOS;J;MARRON;TORTOISE,CRYSTAL PINK CANDY STYLE AND BROWN LENS;20150925;;;;1;1;;49.00;1
LSLEXINGTONC4;LEXINGTON;LEXINGTON C4 LV Solaire;little-vinyl;Solaire;44-18-125;AT;PANTOS;J;NOIR;;20160617;;;;1;1;;39.00;1
LSLEXINGTONC5;LEXINGTON;LEXINGTON C5 LV Solaire;little-vinyl;Solaire;44-18-125;AT;PANTOS;J;BLEU;;20160617;;;;1;1;;39.00;1
LSOBSERVATORYC1;OBSERVATORY;OBSERVATORY C1 LV Solaire;little-vinyl;Solaire;47-16-135;CO;RECTANGULAIRE;J;BLEU;;20190529;;;;;0;;46.00;1
LSOBSERVATORYC2;OBSERVATORY;OBSERVATORY C2 LV Solaire;little-vinyl;Solaire;47-16-135;CO;RECTANGULAIRE;J;ROUGE;;20190529;;;;;0;;46.00;1
LSOBSERVATORYC3;OBSERVATORY;OBSERVATORY C3 LV Solaire;little-vinyl;Solaire;47-16-135;CO;RECTANGULAIRE;J;MARRON;;20190529;;;;;0;;46.00;1
LSTHELKAC1;THELKA;THELKA C1 LV Solaire;little-vinyl;Solaire;45-19-130;CO;PAPILLONNANTE;J;NOIR;;20180416;;;;1;1;;49.00;0
LSTHELKAC2;THELKA;THELKA C2 LV Solaire;little-vinyl;Solaire;45-19-130;CO;PAPILLONNANTE;J;VERT;;20180416;;;;1;1;;49.00;0
LSTHELKAC3;THELKA;THELKA C3 LV Solaire;little-vinyl;Solaire;45-19-130;CO;PAPILLONNANTE;J;ROSE;;20180416;;;;1;1;;49.00;0
LSTOWERTHEATERC1;TOWERTHEATER;TOWER THEATER C1 LV Solaire;little-vinyl;Solaire;45-18-128;AT;PANTOS;J;MARRON;;20180416;;;;1;1;;49.00;1
LSTOWERTHEATERC2;TOWERTHEATER;TOWER THEATER C2 LV Solaire;little-vinyl;Solaire;45-18-128;AT;PANTOS;J;VIOLET;;20180416;;;;1;1;;49.00;1
LSTOWERTHEATERC3;TOWERTHEATER;TOWER THEATER C3 LV Solaire;little-vinyl;Solaire;45-18-128;AT;PANTOS;J;MARRON;;20180416;;;;1;1;;49.00;1
VOALBINIC1;ALBINI;ALBINI C1 VF Optique;vinyl-factory;Optique;47-20-148;ME;PANTOS;H;NOIR;;20171006;;;;;1;;68.00;1
VOALBINIC2;ALBINI;ALBINI C2 VF Optique;vinyl-factory;Optique;47-20-148;ME;PANTOS;H;MARRON;;20171006;;;;;1;;68.00;1
VOALBINIC3;ALBINI;ALBINI C3 VF Optique;vinyl-factory;Optique;47-20-148;ME;PANTOS;H;BLEU;;20171006;;;;;0;;68.00;1
VOALEKHINAC1;ALEKHINA;ALEKHINA C1 VF Optique;vinyl-factory;Optique;51-17-145;CO;PAPILLONNANTE;F;VIOLET;;20160919;;;;;0;;69.00;1
VOALEKHINAC2;ALEKHINA;ALEKHINA C2 VF Optique;vinyl-factory;Optique;51-17-145;CO;PAPILLONNANTE;F;NOIR;;20160919;;;;;0;;69.00;1
VOALEKHINAC4;ALEKHINA;ALEKHINA C4 VF Optique;vinyl-factory;Optique;51-17-145;CO;PAPILLONNANTE;F;BLEU;BLUE VAÏVAÏ;20170905;;;;;1;;69.00;1
VOARAYAC1;ARAYA;ARAYA C1 VF Optique;vinyl-factory;Optique;53-20-140;AT;RECTANGULAIRE;H;GRIS;;20171004;;;;;0;;72.00;1
VOARAYAC2;ARAYA;ARAYA C2 VF Optique;vinyl-factory;Optique;53-20-140;AT;RECTANGULAIRE;H;BLEU;;20171004;;;;;0;;72.00;1
VOARAYAC3;ARAYA;ARAYA C3 VF Optique;vinyl-factory;Optique;53-20-140;AT;RECTANGULAIRE;H;MARRON;;20171004;;;;;0;;72.00;1
VOAUERBACHC4;AUERBACH;AUERBACH C4 VF Optique;vinyl-factory;Optique;49-18-145;CO;OVAL;U;BLEU;;20160426;;;;;0;;62.00;1
VOAUERBACHC5;AUERBACH;AUERBACH C5 VF Optique;vinyl-factory;Optique;49-18-145;AT;OVAL;U;NOIR;SANTORINI MATT BLACK;20160617;;;;;1;;62.00;1
VOAUERBACHC6;AUERBACH;AUERBACH C6 VF Optique;vinyl-factory;Optique;49-18-145;AT;OVAL;U;MARRON;ARIZONA TORTOISE;20160617;;;;;1;;62.00;1
VOBEAMC1;BEAM;BEAM C1 VF Optique;vinyl-factory;Optique;54-17-148;AT;RECTANGULAIRE;H;NOIR;;20180912;;;;;1;;62.00;1
VOBEAMC2;BEAM;BEAM C2 VF Optique;vinyl-factory;Optique;54-17-148;AT;RECTANGULAIRE;H;MARRON;;20180912;;;;;1;;62.00;1
VOBEAMC3;BEAM;BEAM C3 VF Optique;vinyl-factory;Optique;54-17-148;AT;RECTANGULAIRE;H;BLEU;;20180912;;;;;1;;62.00;1
VOBENATARC4;BENATAR;BENATAR C4 VF Optique;vinyl-factory;Optique;53-15-140;AT;OVAL;F;MARRON;;20190618;;;;;0;https://www.youtube.com/watch?v=yvk1cy2PRVI;64.00;1
VOBENATARC5;BENATAR;BENATAR C5 VF Optique;vinyl-factory;Optique;53-15-140;AT;OVAL;F;ROUGE;;20190410;;;;;0;https://www.youtube.com/watch?v=yvk1cy2PRVI;64.00;1
VOBENATARC6;BENATAR;BENATAR C6 VF Optique;vinyl-factory;Optique;53-15-140;AT;OVAL;F;BLEU;;20190410;;;;;0;https://www.youtube.com/watch?v=yvk1cy2PRVI;64.00;1
VOBEVANC1;BEVAN;BEVAN C1 VF Optique;vinyl-factory;Optique;47-21-145;CO;RONDE;H;NOIR;BLACK ABSINTHE;20160919;;;;;1;;73.00;1
VOBEVANC2;BEVAN;BEVAN C2 VF Optique;vinyl-factory;Optique;47-21-145;CO;RONDE;H;BLEU;BLUE BOMBAY;20160919;;;;;1;;73.00;1
VOBEVANC3;BEVAN;BEVAN C3 VF Optique;vinyl-factory;Optique;47-21-145;CO;RONDE;H;MARRON;HAVASUPAI TORTOISE;20160919;;;;;1;;73.00;1
VOBRAXTONC1;BRAXTON;BRAXTON C1 VF Optique;vinyl-factory;Optique;52-20-140;ME;PAPILLON;F;BLANC;ROSE;20181030;;;;;0;;64.00;0
VOBRAXTONC2;BRAXTON;BRAXTON C2 VF Optique;vinyl-factory;Optique;52-20-140;ME;PAPILLON;F;ROSE;GOLD;20181030;;;;;0;;64.00;0
VOBRAXTONC3;BRAXTON;BRAXTON C3 VF Optique;vinyl-factory;Optique;52-20-140;ME;PAPILLON;F;ROUGE;SILVER;20181030;;;;;0;;64.00;1
VOBRELC1;BREL;BREL C1 VF Optique;vinyl-factory;Optique;43-23-145;AT;PANTOS;H;GRIS;;20180115;;;;;1;;64.00;1
VOBRELC2;BREL;BREL C2 VF Optique;vinyl-factory;Optique;43-23-145;AT;PANTOS;H;BLEU;;20180115;;;;;1;;64.00;1
VOBRELC3;BREL;BREL C3 VF Optique;vinyl-factory;Optique;43-23-145;AT;PANTOS;H;MARRON;;20180115;;;;;1;;64.00;1
VOBURROWSC1;BURROWS;BURROWS C1 VF Optique;vinyl-factory;Optique;53-22-145;ME;PANTOS;H;GRIS;;20181003;;;;;1;;72.00;0
VOBURROWSC2;BURROWS;BURROWS C2 VF Optique;vinyl-factory;Optique;53-22-145;ME;PANTOS;H;MARRON;;20181003;;;;;1;;72.00;0
VOBURROWSC3;BURROWS;BURROWS C3 VF Optique;vinyl-factory;Optique;53-22-145;ME;PANTOS;H;ARGENT;;20181003;;;;;1;;72.00;1
VOBYRNEC1;BYRNE;BYRNE C1 VF Optique;vinyl-factory;Optique;50-21-145;ME;RECTANGULAIRE;H;MARRON;;20180912;;;;;1;;67.00;1
VOBYRNEC2;BYRNE;BYRNE C2 VF Optique;vinyl-factory;Optique;50-21-145;ME;RECTANGULAIRE;H;ARGENT;;20180912;;;;;1;;67.00;1
VOBYRNEC3;BYRNE;BYRNE C3 VF Optique;vinyl-factory;Optique;50-21-145;ME;RECTANGULAIRE;H;GRIS;;20180912;;;;;1;;67.00;1
VOCANTATC1;CANTAT;CANTAT C1 VF Optique;vinyl-factory;Optique;49-19-147;CO;RECTANGULAIRE;H;MARRON;;20170201;;;;;1;;67.00;1
VOCANTATC2;CANTAT;CANTAT C2 VF Optique;vinyl-factory;Optique;49-19-147;CO;RECTANGULAIRE;H;BLEU;;20170201;;;;;1;;67.00;1
VOCANTATC3;CANTAT;CANTAT C3 VF Optique;vinyl-factory;Optique;49-19-147;CO;RECTANGULAIRE;H;NOIR;;20170201;;;;;1;;67.00;1
VOCHICHINC1;CHICHIN;CHICHIN C1 VF Optique;vinyl-factory;Optique;46-22-145;CO;OVAL;U;NOIR;BLACK INK;20150603;;;;;1;https://www.youtube.com/watch?v=OmtuadsghQE&index=18&list=PLaA3WkkC3CNOkK8vdtfM-yFfJwC25f1ew;69.00;1
VOCHICHINC5;CHICHIN;CHICHIN C5 VF Optique;vinyl-factory;Optique;46-22-145;CO;OVAL;U;VERT;LOTOFAGA TORTOISE;20181031;;;;;1;;69.00;1
VOCLAYTONC1;CLAYTON;CLAYTON C1 VF Optique;vinyl-factory;Optique;51-17-145;AT;RECTANGULAIRE;H;NOIR;;20171006;;;;;1;;65.00;1
VOCLAYTONC2;CLAYTON;CLAYTON C2 VF Optique;vinyl-factory;Optique;51-17-145;AT;RECTANGULAIRE;H;ROUGE;;20171006;;;;;1;;65.00;1
VOCLAYTONC3;CLAYTON;CLAYTON C3 VF Optique;vinyl-factory;Optique;51-17-145;AT;RECTANGULAIRE;H;MARRON;;20171006;;;;;1;;65.00;1
VOCOCHRANC1;COCHRAN;COCHRAN C1 VF Optique;vinyl-factory;Optique;51-17-145;CO;PILOTE;H;NOIR;;20170201;;;;;1;;72.00;1
VOCOCHRANC2;COCHRAN;COCHRAN C2 VF Optique;vinyl-factory;Optique;51-17-145;CO;PILOTE;H;MARRON;;20170201;;;;;1;;72.00;1
VOCOCHRANC4;COCHRAN;COCHRAN C4 VF Optique;vinyl-factory;Optique;51-17-145;CO;PILOTE;H;GRIS;;20170201;;;;;0;;72.00;1
VOCOYNEC1;COYNE;COYNE C1 VF Optique;vinyl-factory;Optique;48-20-145;ME;RONDE;H;ARGENT;;20190221;;;;;0;;65.00;1
VOCOYNEC2;COYNE;COYNE C2 VF Optique;vinyl-factory;Optique;48-20-145;ME;RONDE;H;MARRON;;20190221;;;;;0;;65.00;0
VOCOYNEC3;COYNE;COYNE C3 VF Optique;vinyl-factory;Optique;48-20-145;ME;RONDE;H;OR ROSE;;20190221;;;;;0;;65.00;0
VOCROWC4;CROW;CROW C4 VF Optique;vinyl-factory;Optique;50-19-140;AT;OVAL;F;MARRON;;20190410;;;;;0;https://www.youtube.com/watch?v=KW7TosoYrRs;64.00;1
VOCROWC5;CROW;CROW C5 VF Optique;vinyl-factory;Optique;50-19-140;AT;OVAL;F;NOIR;;20190618;;;;;0;https://www.youtube.com/watch?v=KW7TosoYrRs;64.00;1
